who,numw,file,textdesc,speech,PRS-ID,PERM-RESD,CHILD-RESD,SEX,AGE,DOMAIN,CHANNEL,SUBCORPUS,TYPE
Cm-mode-02049,50,SPOG-Gos158-JRtvslpoas-rd0904221512.xml,"PopTV, As ti tud",Gos158,Cm-mode-02049,-,-,moški,18 do 34 let,"PopTV, As ti tud",televizija,Gos,razvedrilni
Em-mode-02048,95,SPOG-Gos158-JRtvslpoas-rd0904221512.xml,"PopTV, As ti tud",Gos158,Em-mode-02048,-,-,moški,18 do 34 let,"PopTV, As ti tud",televizija,Gos,razvedrilni
Im-prij-01080,13,SPOG-Gos265-NZossgdopr-am1003161108.xml,"doma, prijatelji",Gos265,Im-prij-01080,koroška,-,moški,nad 60 let,"doma, prijatelji",osebni stik,Gos,zasebni
Mm-prij-01079,28,SPOG-Gos265-NZossgdopr-am1003161108.xml,"doma, prijatelji",Gos265,Mm-prij-01079,"koroška, savinjska, podravska",-,moški,30 do 59 let,"doma, prijatelji",osebni stik,Gos,zasebni
Em-nast-00513,4,SPOG-Gos163-JRtvslpokm-rd0905151410.xml,"PopTV, Kmetija",Gos163,Em-nast-00513,-,-,moški,18 do 34 let,"PopTV, Kmetija",televizija,Gos,razvedrilni
Fm-nast-00514,77,SPOG-Gos163-JRtvslpokm-rd0905151410.xml,"PopTV, Kmetija",Gos163,Fm-nast-00514,-,-,moški,30 do 59 let,"PopTV, Kmetija",televizija,Gos,razvedrilni
Gf-nast-00515,15,SPOG-Gos163-JRtvslpokm-rd0905151410.xml,"PopTV, Kmetija",Gos163,Gf-nast-00515,-,-,ženski,18 do 34 let,"PopTV, Kmetija",televizija,Gos,razvedrilni
Hf-nast-00516,2,SPOG-Gos163-JRtvslpokm-rd0905151410.xml,"PopTV, Kmetija",Gos163,Hf-nast-00516,-,-,ženski,18 do 34 let,"PopTV, Kmetija",televizija,Gos,razvedrilni
Af-prof-07124,118,SPOG-Gos051-JIssjzgidr-ak1003221205.xml,"gimnazija, družboslovje",Gos051,Af-prof-07124,"osrednjeslovenska, gorenjska",-,ženski,30 do 59 let,"gimnazija, družboslovje",osebni stik,Gos,informativno-izobraževalni
Dm-ucen-07127,0,SPOG-Gos051-JIssjzgidr-ak1003221205.xml,"gimnazija, družboslovje",Gos051,Dm-ucen-07127,gorenjska,-,moški,10 do 18 let,"gimnazija, družboslovje",osebni stik,Gos,informativno-izobraževalni
Gf-ucen-07130,1,SPOG-Gos051-JIssjzgidr-ak1003221205.xml,"gimnazija, družboslovje",Gos051,Gf-ucen-07130,gorenjska,-,ženski,10 do 18 let,"gimnazija, družboslovje",osebni stik,Gos,informativno-izobraževalni
Hf-ucen-07131,1,SPOG-Gos051-JIssjzgidr-ak1003221205.xml,"gimnazija, družboslovje",Gos051,Hf-ucen-07131,gorenjska,-,ženski,10 do 18 let,"gimnazija, družboslovje",osebni stik,Gos,informativno-izobraževalni
If-ucen-07132,0,SPOG-Gos051-JIssjzgidr-ak1003221205.xml,"gimnazija, družboslovje",Gos051,If-ucen-07132,gorenjska,-,ženski,10 do 18 let,"gimnazija, družboslovje",osebni stik,Gos,informativno-izobraževalni
Jf-ucen-07133,10,SPOG-Gos051-JIssjzgidr-ak1003221205.xml,"gimnazija, družboslovje",Gos051,Jf-ucen-07133,gorenjska,-,ženski,10 do 18 let,"gimnazija, družboslovje",osebni stik,Gos,informativno-izobraževalni
Kf-ucen-07134,1,SPOG-Gos051-JIssjzgidr-ak1003221205.xml,"gimnazija, družboslovje",Gos051,Kf-ucen-07134,gorenjska,-,ženski,10 do 18 let,"gimnazija, družboslovje",osebni stik,Gos,informativno-izobraževalni
Pn-vsiucenci-10000,3,SPOG-Gos051-JIssjzgidr-ak1003221205.xml,"gimnazija, družboslovje",Gos051,Pn-vsiucenci-10000,-,-,-,-,"gimnazija, družboslovje",osebni stik,Gos,informativno-izobraževalni
Am-novi-02052,31,SPOG-Gos038-JIraslogak-rd0906101516.xml,"Ognjišče, Pogovor o",Gos038,Am-novi-02052,-,-,moški,-,"Ognjišče, Pogovor o",radio,Gos,informativno-izobraževalni
Cm-gost-02054,148,SPOG-Gos038-JIraslogak-rd0906101516.xml,"Ognjišče, Pogovor o",Gos038,Cm-gost-02054,-,-,moški,-,"Ognjišče, Pogovor o",radio,Gos,informativno-izobraževalni
Cm-gost-07010,97,SPOG-Gos049-JIrasvstin-rd0908311504.xml,"Štajerski, intervju",Gos049,Cm-gost-07010,-,-,moški,-,"Štajerski, intervju",radio,Gos,informativno-izobraževalni
Am-prof-02300,83,SPOG-Gos058-JIssjzpsna-bo1003011235.xml,"poklicna strokovna, naravoslovje",Gos058,Am-prof-02300,"osrednjeslovenska, jugovzhodna Slovenija",-,moški,30 do 59 let,"poklicna strokovna, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Fm-ucen-02305,0,SPOG-Gos058-JIssjzpsna-bo1003011235.xml,"poklicna strokovna, naravoslovje",Gos058,Fm-ucen-02305,osrednjeslovenska,-,moški,10 do 18 let,"poklicna strokovna, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Lm-ucen-02311,21,SPOG-Gos058-JIssjzpsna-bo1003011235.xml,"poklicna strokovna, naravoslovje",Gos058,Lm-ucen-02311,osrednjeslovenska,-,moški,10 do 18 let,"poklicna strokovna, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Af-novi-02087,50,SPOG-Gos043-JIraslvavm-rd0906101457.xml,"Val202, Vroči mikrofon",Gos043,Af-novi-02087,-,-,ženski,-,"Val202, Vroči mikrofon",radio,Gos,informativno-izobraževalni
Bm-gost-02088,68,SPOG-Gos043-JIraslvavm-rd0906101457.xml,"Val202, Vroči mikrofon",Gos043,Bm-gost-02088,-,-,moški,-,"Val202, Vroči mikrofon",radio,Gos,informativno-izobraževalni
Am-novi-02044,49,SPOG-Gos143-JRraslvans-rd0906101503.xml,"Val202, Na sceni",Gos143,Am-novi-02044,osrednjeslovenska,-,moški,30 do 59 let,"Val202, Na sceni",radio,Gos,razvedrilni
Bm-inte-02099,15,SPOG-Gos143-JRraslvans-rd0906101503.xml,"Val202, Na sceni",Gos143,Bm-inte-02099,podravska,-,moški,30 do 59 let,"Val202, Na sceni",radio,Gos,razvedrilni
Cm-inte-02100,58,SPOG-Gos143-JRraslvans-rd0906101503.xml,"Val202, Na sceni",Gos143,Cm-inte-02100,"podravska, osrednjeslovenska, tujina",-,moški,30 do 59 let,"Val202, Na sceni",radio,Gos,razvedrilni
Cf-znan-07540,29,SPOG-Gos260-NZosnndopr-dp1009031512.xml,"doma, prijatelji",Gos260,Cf-znan-07540,"tujina, osrednjeslovenska, podravska",-,ženski,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Dm-znan-07550,74,SPOG-Gos260-NZosnndopr-dp1009031512.xml,"doma, prijatelji",Gos260,Dm-znan-07550,"savinjska, podravska",-,moški,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
If-prij-01073,94,SPOG-Gos282-NZtembprij-is0905042048.xml,"doma, prijatelji",Gos282,If-prij-01073,"koroška, podravska, savinjska",-,ženski,18 do 34 let,"doma, prijatelji",telefon,Gos,zasebni
Uf-prij-01074,3,SPOG-Gos282-NZtembprij-is0905042048.xml,"doma, prijatelji",Gos282,Uf-prij-01074,"koroška, obalno-kraška",-,ženski,18 do 34 let,"doma, prijatelji",telefon,Gos,zasebni
Af-prof-05598,74,SPOG-Gos016-JIosjztrna-pk1005181055.xml,"3. triletje, naravoslovje",Gos016,Af-prof-05598,"obalno-kraška, osrednjeslovenska",-,ženski,30 do 59 let,"3. triletje, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Cf-ucen-05600,7,SPOG-Gos016-JIosjztrna-pk1005181055.xml,"3. triletje, naravoslovje",Gos016,Cf-ucen-05600,obalno-kraška,-,ženski,10 do 18 let,"3. triletje, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Em-ucen-05602,3,SPOG-Gos016-JIosjztrna-pk1005181055.xml,"3. triletje, naravoslovje",Gos016,Em-ucen-05602,obalno-kraška,-,moški,10 do 18 let,"3. triletje, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Hm-ucen-05605,2,SPOG-Gos016-JIosjztrna-pk1005181055.xml,"3. triletje, naravoslovje",Gos016,Hm-ucen-05605,obalno-kraška,-,moški,10 do 18 let,"3. triletje, naravoslovje",osebni stik,Gos,informativno-izobraževalni
If-ucen-05606,0,SPOG-Gos016-JIosjztrna-pk1005181055.xml,"3. triletje, naravoslovje",Gos016,If-ucen-05606,obalno-kraška,-,ženski,10 do 18 let,"3. triletje, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Pn-vsiucenci-10000,1,SPOG-Gos016-JIosjztrna-pk1005181055.xml,"3. triletje, naravoslovje",Gos016,Pn-vsiucenci-10000,-,-,-,-,"3. triletje, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Mf-soro-09520,51,SPOG-Gos235-NZosljdodr-bo0910211650.xml,"doma, družina",Gos235,Mf-soro-09520,osrednjeslovenska,-,ženski,30 do 59 let,"doma, družina",osebni stik,Gos,zasebni
Tf-soro-09519,65,SPOG-Gos235-NZosljdodr-bo0910211650.xml,"doma, družina",Gos235,Tf-soro-09519,osrednjeslovenska,-,ženski,30 do 59 let,"doma, družina",osebni stik,Gos,zasebni
Zm-soro-09521,20,SPOG-Gos235-NZosljdodr-bo0910211650.xml,"doma, družina",Gos235,Zm-soro-09521,osrednjeslovenska,-,moški,30 do 59 let,"doma, družina",osebni stik,Gos,zasebni
Af-pred-02166,94,SPOG-Gos001-JIfajzakhu-np0911061839.xml,"akademski, družboslovje",Gos001,Af-pred-02166,osrednjeslovenska,-,ženski,30 do 59 let,"akademski, družboslovje",osebni stik,Gos,informativno-izobraževalni
Bm-pred-02354,25,SPOG-Gos207-NNteljstsv-az1009301349.xml,tajništvo,Gos207,Bm-pred-02354,osrednjeslovenska,-,moški,nad 60 let,tajništvo,telefon,Gos,nezasebni
Df-star-07526,150,SPOG-Gos247-NZosmbdodr-mo0911021552.xml,"doma, družina",Gos247,Df-star-07526,podravska,-,ženski,30 do 59 let,"doma, družina",osebni stik,Gos,zasebni
Pf-otro-07527,8,SPOG-Gos247-NZosmbdodr-mo0911021552.xml,"doma, družina",Gos247,Pf-otro-07527,podravska,-,ženski,18 do 34 let,"doma, družina",osebni stik,Gos,zasebni
Af-info-02320,5,SPOG-Gos202-NNteljstpr-az1006091140.xml,prodaja/trgovina,Gos202,Af-info-02320,"podravska, savinjska",-,ženski,18 do 34 let,prodaja/trgovina,telefon,Gos,nezasebni
Bm-stra-02321,30,SPOG-Gos202-NNteljstpr-az1006091140.xml,prodaja/trgovina,Gos202,Bm-stra-02321,"gorenjska, podravska, tujina",-,moški,30 do 59 let,prodaja/trgovina,telefon,Gos,nezasebni
Af-novi-06518,9,SPOG-Gos130-JRrajzbejp-rd0907171241.xml,"Belvi, jutranji",Gos130,Af-novi-06518,-,-,ženski,-,"Belvi, jutranji",radio,Gos,razvedrilni
Bm-novi-06519,173,SPOG-Gos130-JRrajzbejp-rd0907171241.xml,"Belvi, jutranji",Gos130,Bm-novi-06519,-,-,moški,-,"Belvi, jutranji",radio,Gos,razvedrilni
Am-soro-02104,28,SPOG-Gos219-NZoscedodr-ms0908251830.xml,"doma, družina",Gos219,Am-soro-02104,savinjska,-,moški,30 do 59 let,"doma, družina",osebni stik,Gos,zasebni
Bm-otro-02105,56,SPOG-Gos219-NZoscedodr-ms0908251830.xml,"doma, družina",Gos219,Bm-otro-02105,savinjska,-,moški,18 do 34 let,"doma, družina",osebni stik,Gos,zasebni
Cm-star-02106,54,SPOG-Gos219-NZoscedodr-ms0908251830.xml,"doma, družina",Gos219,Cm-star-02106,savinjska,-,moški,30 do 59 let,"doma, družina",osebni stik,Gos,zasebni
Df-soro-02107,27,SPOG-Gos219-NZoscedodr-ms0908251830.xml,"doma, družina",Gos219,Df-soro-02107,savinjska,-,ženski,30 do 59 let,"doma, družina",osebni stik,Gos,zasebni
Bm-nast-04001,10,SPOG-Gos092-JItvslpour-rd0904150920.xml,"PopTV, 24ur",Gos092,Bm-nast-04001,-,-,moški,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Af-mode-05513,1,SPOG-Gos034-JIrajzkkna-rd0906111422.xml,"Krka, intervju",Gos034,Af-mode-05513,-,-,ženski,-,"Krka, intervju",radio,Gos,informativno-izobraževalni
Bm-gost-05514,37,SPOG-Gos034-JIrajzkkna-rd0906111422.xml,"Krka, intervju",Gos034,Bm-gost-05514,-,-,moški,-,"Krka, intervju",radio,Gos,informativno-izobraževalni
Jf-novi-02509,18,SPOG-Gos068-JItvslpopr-rd0903232249.xml,"PopTV, Preverjeno",Gos068,Jf-novi-02509,-,-,moški,-,"PopTV, Preverjeno",televizija,Gos,informativno-izobraževalni
Km-inte-02510,21,SPOG-Gos068-JItvslpopr-rd0903232249.xml,"PopTV, Preverjeno",Gos068,Km-inte-02510,-,-,moški,-,"PopTV, Preverjeno",televizija,Gos,informativno-izobraževalni
Af-prij-01100,33,SPOG-Gos266-NZossgdopr-am1003161112.xml,"doma, prijatelji",Gos266,Af-prij-01100,"koroška, savinjska, podravska",-,ženski,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Dm-prij-01099,27,SPOG-Gos266-NZossgdopr-am1003161112.xml,"doma, prijatelji",Gos266,Dm-prij-01099,"podravska, koroška, tujina",-,moški,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Mf-prij-01101,4,SPOG-Gos266-NZossgdopr-am1003161112.xml,"doma, prijatelji",Gos266,Mf-prij-01101,"koroška, podravska",-,ženski,nad 60 let,"doma, prijatelji",osebni stik,Gos,zasebni
Ff-inte-05516,51,SPOG-Gos071-JItvslpopr-rd0903240759.xml,"PopTV, Preverjeno",Gos071,Ff-inte-05516,goriška,-,ženski,-,"PopTV, Preverjeno",televizija,Gos,informativno-izobraževalni
Bf-novi-07195,13,SPOG-Gos041-JIraslslin-rd1009161011.xml,"Slovenija1, Intervju",Gos041,Bf-novi-07195,-,-,ženski,-,"Slovenija1, Intervju",radio,Gos,informativno-izobraževalni
Cm-gost-07196,102,SPOG-Gos041-JIraslslin-rd1009161011.xml,"Slovenija1, Intervju",Gos041,Cm-gost-07196,-,-,moški,-,"Slovenija1, Intervju",radio,Gos,informativno-izobraževalni
Xm-novi-00010,18,SPOG-Gos107-JItvslpour-rd0904151317.xml,"PopTV, 24ur",Gos107,Xm-novi-00010,-,-,moški,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Bm-gost-03509,85,SPOG-Gos116-JItvslslod-rd0905280747.xml,"TVSlo, Odmevi",Gos116,Bm-gost-03509,-,-,moški,-,"TVSlo, Odmevi",televizija,Gos,informativno-izobraževalni
Sm-novi-07003,19,SPOG-Gos116-JItvslslod-rd0905280747.xml,"TVSlo, Odmevi",Gos116,Sm-novi-07003,-,-,moški,-,"TVSlo, Odmevi",televizija,Gos,informativno-izobraževalni
Cm-gost-07015,135,SPOG-Gos050-JIrasvstin-rd0908311506.xml,"Štajerski, intervju",Gos050,Cm-gost-07015,-,-,moški,-,"Štajerski, intervju",radio,Gos,informativno-izobraževalni
Am-stra-02231,28,SPOG-Gos175-NNoskrprdo-az1004091424.xml,prodaja/trgovina,Gos175,Am-stra-02231,"osrednjeslovenska, gorenjska",-,moški,30 do 59 let,prodaja/trgovina,osebni stik,Gos,nezasebni
Bf-akvi-02263,108,SPOG-Gos175-NNoskrprdo-az1004091424.xml,prodaja/trgovina,Gos175,Bf-akvi-02263,gorenjska,-,ženski,30 do 59 let,prodaja/trgovina,osebni stik,Gos,nezasebni
Af-mode-02141,42,SPOG-Gos045-JIrasvmbrt-rd0908250915.xml,"Maribor1, Tribuna",Gos045,Af-mode-02141,-,-,ženski,-,"Maribor1, Tribuna",radio,Gos,informativno-izobraževalni
Cm-gost-02143,120,SPOG-Gos045-JIrasvmbrt-rd0908250915.xml,"Maribor1, Tribuna",Gos045,Cm-gost-02143,-,-,moški,-,"Maribor1, Tribuna",radio,Gos,informativno-izobraževalni
Am-novi-05505,27,SPOG-Gos070-JItvslpopr-rd0903240741.xml,"PopTV, Preverjeno",Gos070,Am-novi-05505,-,-,moški,-,"PopTV, Preverjeno",televizija,Gos,informativno-izobraževalni
Om-prij-06569,75,SPOG-Gos239-NZosljdopr-at0909152030.xml,"doma, prijatelji",Gos239,Om-prij-06569,osrednjeslovenska,-,moški,nad 60 let,"doma, prijatelji",osebni stik,Gos,zasebni
Pm-prij-06568,92,SPOG-Gos239-NZosljdopr-at0909152030.xml,"doma, prijatelji",Gos239,Pm-prij-06568,"gorenjska, osrednjeslovenska",-,moški,30 do 59 let,"doma, prijatelji",osebni stik,Gos,zasebni
Af-prof-02166,47,SPOG-Gos177-NNosljakko-np0910182052.xml,konzultacija,Gos177,Af-prof-02166,osrednjeslovenska,-,ženski,30 do 59 let,konzultacija,osebni stik,Gos,nezasebni
Bf-stud-02167,54,SPOG-Gos177-NNosljakko-np0910182052.xml,konzultacija,Gos177,Bf-stud-02167,"osrednjeslovenska, goriška",-,ženski,18 do 34 let,konzultacija,osebni stik,Gos,nezasebni
Af-star-05582,80,SPOG-Gos231-NZoskrdodr-pk1003311355.xml,"doma, družina",Gos231,Af-star-05582,"gorenjska, Avstrija",-,ženski,nad 60 let,"doma, družina",osebni stik,Gos,zasebni
Bf-otro-05583,5,SPOG-Gos231-NZoskrdodr-pk1003311355.xml,"doma, družina",Gos231,Bf-otro-05583,gorenjska,-,ženski,30 do 59 let,"doma, družina",osebni stik,Gos,zasebni
Pf-novi-03534,25,SPOG-Gos102-JItvslpour-rd0904151214.xml,"PopTV, 24ur",Gos102,Pf-novi-03534,-,-,ženski,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Am-prof-07158,89,SPOG-Gos063-JIsssvpsnr-pv0911261100.xml,"poklicna strokovna, naravoslovje",Gos063,Am-prof-07158,podravska,-,moški,30 do 59 let,"poklicna strokovna, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Dm-ucen-07161,5,SPOG-Gos063-JIsssvpsnr-pv0911261100.xml,"poklicna strokovna, naravoslovje",Gos063,Dm-ucen-07161,podravska,-,moški,10 do 18 let,"poklicna strokovna, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Fm-ucen-07162,6,SPOG-Gos063-JIsssvpsnr-pv0911261100.xml,"poklicna strokovna, naravoslovje",Gos063,Fm-ucen-07162,podravska,-,moški,10 do 18 let,"poklicna strokovna, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Sm-prod-00803,76,SPOG-Gos183-NNosljtrgo-mj0912192155.xml,neformalni delovni sestanek,Gos183,Sm-prod-00803,osrednjeslovenska,-,moški,18 do 34 let,neformalni delovni sestanek,osebni stik,Gos,nezasebni
Pf-anke-00019,9,SPOG-Gos111-JItvslpour-rd0904151332.xml,"PopTV, 24ur",Gos111,Pf-anke-00019,-,-,ženski,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Am-novi-10501,14,SPOG-Gos140-JRramarmpo-dm1007091342.xml,moderirani pogovor,Gos140,Am-novi-10501,Madžarska,-,moški,-,moderirani pogovor,radio,Gos,razvedrilni
Bf-inte-10502,69,SPOG-Gos140-JRramarmpo-dm1007091342.xml,moderirani pogovor,Gos140,Bf-inte-10502,Madžarska,-,ženski,-,moderirani pogovor,radio,Gos,razvedrilni
Af-novi-06518,8,SPOG-Gos134-JRrajzbejp-rd0907171250.xml,"Belvi, jutranji",Gos134,Af-novi-06518,-,-,ženski,-,"Belvi, jutranji",radio,Gos,razvedrilni
Bm-novi-06519,72,SPOG-Gos134-JRrajzbejp-rd0907171250.xml,"Belvi, jutranji",Gos134,Bm-novi-06519,-,-,moški,-,"Belvi, jutranji",radio,Gos,razvedrilni
Hm-nast-06559,10,SPOG-Gos134-JRrajzbejp-rd0907171250.xml,"Belvi, jutranji",Gos134,Hm-nast-06559,-,-,moški,-,"Belvi, jutranji",radio,Gos,razvedrilni
Am-novi-02535,90,SPOG-Gos073-JItvslpotr-rd0903291848.xml,"PopTV, Trenja",Gos073,Am-novi-02535,-,-,moški,-,"PopTV, Trenja",televizija,Gos,informativno-izobraževalni
Hm-gost-03510,205,SPOG-Gos073-JItvslpotr-rd0903291848.xml,"PopTV, Trenja",Gos073,Hm-gost-03510,-,-,moški,-,"PopTV, Trenja",televizija,Gos,informativno-izobraževalni
Im-gost-03517,11,SPOG-Gos073-JItvslpotr-rd0903291848.xml,"PopTV, Trenja",Gos073,Im-gost-03517,-,-,moški,-,"PopTV, Trenja",televizija,Gos,informativno-izobraževalni
Lm-gost-02115,2,SPOG-Gos073-JItvslpotr-rd0903291848.xml,"PopTV, Trenja",Gos073,Lm-gost-02115,-,-,moški,-,"PopTV, Trenja",televizija,Gos,informativno-izobraževalni
Af-prij-02102,19,SPOG-Gos271-NZteceprij-ms0907301634.xml,klic prijatelju,Gos271,Af-prij-02102,savinjska,-,ženski,18 do 34 let,klic prijatelju,telefon,Gos,zasebni
Bf-prij-02103,5,SPOG-Gos271-NZteceprij-ms0907301634.xml,klic prijatelju,Gos271,Bf-prij-02103,savinjska,-,ženski,18 do 34 let,klic prijatelju,telefon,Gos,zasebni
Bf-ssta-07524,83,SPOG-Gos248-NZosmbdodr-mo0911232226.xml,"doma, družina",Gos248,Bf-ssta-07524,"podravska, osrednjeslovenska",-,ženski,nad 60 let,"doma, družina",osebni stik,Gos,zasebni
Mf-drug-07525,30,SPOG-Gos248-NZosmbdodr-mo0911232226.xml,"doma, družina",Gos248,Mf-drug-07525,podravska,-,ženski,18 do 34 let,"doma, družina",osebni stik,Gos,zasebni
Af-prij-02101,27,SPOG-Gos273-NZteceprij-ms0907301938.xml,klic prijatelju,Gos273,Af-prij-02101,podravska,-,ženski,18 do 34 let,klic prijatelju,telefon,Gos,zasebni
Bf-prij-02102,136,SPOG-Gos273-NZteceprij-ms0907301938.xml,klic prijatelju,Gos273,Bf-prij-02102,savinjska,-,ženski,18 do 34 let,klic prijatelju,telefon,Gos,zasebni
Am-mode-00518,115,SPOG-Gos170-JRtvslslsp-rd0905200825.xml,"TVSlo, šport",Gos170,Am-mode-00518,osrednjeslovenska,-,moški,30 do 59 let,"TVSlo, šport",televizija,Gos,razvedrilni
Af-prof-07104,23,SPOG-Gos017-JIossltrdr-jm0912151304.xml,"3. triletje, družboslovje",Gos017,Af-prof-07104,osrednjeslovenska,-,ženski,-,"3. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
If-ucen-07112,59,SPOG-Gos017-JIossltrdr-jm0912151304.xml,"3. triletje, družboslovje",Gos017,If-ucen-07112,osrednjeslovenska,-,ženski,10 do 18 let,"3. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Om-ucen-07118,1,SPOG-Gos017-JIossltrdr-jm0912151304.xml,"3. triletje, družboslovje",Gos017,Om-ucen-07118,osrednjeslovenska,-,moški,10 do 18 let,"3. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Rm-ucen-07121,47,SPOG-Gos017-JIossltrdr-jm0912151304.xml,"3. triletje, družboslovje",Gos017,Rm-ucen-07121,osrednjeslovenska,-,moški,10 do 18 let,"3. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Tm-ucen-07123,21,SPOG-Gos017-JIossltrdr-jm0912151304.xml,"3. triletje, družboslovje",Gos017,Tm-ucen-07123,osrednjeslovenska,-,moški,10 do 18 let,"3. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Mm-prof-01075,40,SPOG-Gos187-NNosmbakko-pv1001071030.xml,konzultacija,Gos187,Mm-prof-01075,podravska,-,moški,30 do 59 let,konzultacija,osebni stik,Gos,nezasebni
Rm-stud-01076,15,SPOG-Gos187-NNosmbakko-pv1001071030.xml,konzultacija,Gos187,Rm-stud-01076,podravska,-,moški,18 do 34 let,konzultacija,osebni stik,Gos,nezasebni
Af-soro-02170,4,SPOG-Gos274-NZtecesoro-im0906301214.xml,klic sorodniku,Gos274,Af-soro-02170,"savinjska, podravska",-,ženski,18 do 34 let,klic sorodniku,telefon,Gos,zasebni
Bm-soro-02171,23,SPOG-Gos274-NZtecesoro-im0906301214.xml,klic sorodniku,Gos274,Bm-soro-02171,savinjska,-,moški,18 do 34 let,klic sorodniku,telefon,Gos,zasebni
Im-gost-06571,60,SPOG-Gos126-JItvslslsc-rd0905271046.xml,"TVSlo, StudioCity",Gos126,Im-gost-06571,-,-,moški,-,"TVSlo, StudioCity",televizija,Gos,informativno-izobraževalni
Sm-novi-06570,5,SPOG-Gos126-JItvslslsc-rd0905271046.xml,"TVSlo, StudioCity",Gos126,Sm-novi-06570,-,-,moški,-,"TVSlo, StudioCity",televizija,Gos,informativno-izobraževalni
Af-novi-02064,9,SPOG-Gos040-JIraslslin-rd0906101506.xml,"Slovenija1, Intervju",Gos040,Af-novi-02064,-,-,ženski,-,"Slovenija1, Intervju",radio,Gos,informativno-izobraževalni
Bf-gost-02065,97,SPOG-Gos040-JIraslslin-rd0906101506.xml,"Slovenija1, Intervju",Gos040,Bf-gost-02065,-,-,ženski,nad 60 let,"Slovenija1, Intervju",radio,Gos,informativno-izobraževalni
Am-soro-07138,39,SPOG-Gos234-NZosljdodr-ak1003221205.xml,"doma, družina",Gos234,Am-soro-07138,"osrednjeslovenska, tujina",-,moški,30 do 59 let,"doma, družina",osebni stik,Gos,zasebni
Bf-soro-07139,5,SPOG-Gos234-NZosljdodr-ak1003221205.xml,"doma, družina",Gos234,Bf-soro-07139,"osrednjeslovenska, savinjska",-,ženski,30 do 59 let,"doma, družina",osebni stik,Gos,zasebni
Af-novi-02046,52,SPOG-Gos039-JIraslogng-rd0906101509.xml,"Ognjišče, Naš gost",Gos039,Af-novi-02046,-,-,ženski,-,"Ognjišče, Naš gost",radio,Gos,informativno-izobraževalni
Bm-gost-02047,81,SPOG-Gos039-JIraslogng-rd0906101509.xml,"Ognjišče, Naš gost",Gos039,Bm-gost-02047,-,-,moški,-,"Ognjišče, Naš gost",radio,Gos,informativno-izobraževalni
Tf-mode-01013,45,SPOG-Gos152-JRrasvkost-rd0908250958.xml,"Koroški, Salter",Gos152,Tf-mode-01013,-,-,ženski,-,"Koroški, Salter",radio,Gos,razvedrilni
Zf-mode-01014,19,SPOG-Gos152-JRrasvkost-rd0908250958.xml,"Koroški, Salter",Gos152,Zf-mode-01014,-,-,ženski,-,"Koroški, Salter",radio,Gos,razvedrilni
Af-vodj-05578,33,SPOG-Gos174-NNoskpsods-pk1003311057.xml,formalni delovni sestanek,Gos174,Af-vodj-05578,obalno-kraška,-,ženski,30 do 59 let,formalni delovni sestanek,osebni stik,Gos,nezasebni
Bf-udel-05579,42,SPOG-Gos174-NNoskpsods-pk1003311057.xml,formalni delovni sestanek,Gos174,Bf-udel-05579,"obalno-kraška, osrednjeslovenska",-,ženski,30 do 59 let,formalni delovni sestanek,osebni stik,Gos,nezasebni
Cf-udel-05580,72,SPOG-Gos174-NNoskpsods-pk1003311057.xml,formalni delovni sestanek,Gos174,Cf-udel-05580,"obalno-kraška, osrednjeslovenska",-,ženski,18 do 34 let,formalni delovni sestanek,osebni stik,Gos,nezasebni
Am-novi-02066,14,SPOG-Gos141-JRraslcejp-rd0906101524.xml,"Center, jutranji",Gos141,Am-novi-02066,-,-,moški,-,"Center, jutranji",radio,Gos,razvedrilni
Cf-novi-02068,102,SPOG-Gos141-JRraslcejp-rd0906101524.xml,"Center, jutranji",Gos141,Cf-novi-02068,-,-,ženski,-,"Center, jutranji",radio,Gos,razvedrilni
Kf-posl-02076,40,SPOG-Gos141-JRraslcejp-rd0906101524.xml,"Center, jutranji",Gos141,Kf-posl-02076,-,-,ženski,-,"Center, jutranji",radio,Gos,razvedrilni
